team1Name,team2Name,week,day,start,end,season,league,location
Ramirezmouth Dolphins,Underwoodfurt Celtics,16,4,13.5,15.5,2024,Platinum League,Lake Jennifermouth Dome Field #2
Ramirezmouth Dolphins,New Dannyfort Mavericks,16,4,15.5,17.5,2024,Platinum League,North Christine Complex Field #2
Ramirezmouth Dolphins,South Kyle Westerners,16,4,17.5,19.5,2024,Platinum League,West Anthonyhaven Facility Field #1
Ramirezmouth Dolphins,Lake Regina Wildcats,16,6,3.5,5.5,2024,Platinum League,Wesleybury Place Field #1
Ramirezmouth Dolphins,New Julie Bears,16,5,4.5,6.5,2024,Platinum League,Wesleybury Place Field #1
Ramirezmouth Dolphins,West Brittneystad Chiefs,16,5,9.0,11.0,2024,Platinum League,Wesleybury Place Field #1
Ramirezmouth Dolphins,North Donaldport Americans,16,6,11.5,13.5,2024,Platinum League,Wesleybury Place Field #2
Ramirezmouth Dolphins,Christinaton Robbers,16,6,7.0,9.0,2024,Platinum League,Wesleybury Place Field #2
Ramirezmouth Dolphins,Lake Natalie Wildcats,16,6,9.0,11.0,2024,Platinum League,Wesleybury Place Field #2
Ramirezmouth Dolphins,Hillborough Mavericks,16,5,6.5,8.5,2024,Platinum League,Wesleybury Place Field #1
Ramirezmouth Dolphins,Port Gordontown Mavericks,16,5,11.0,13.0,2024,Platinum League,Wesleybury Place Field #1
Ramirezmouth Dolphins,Savagechester Grizzlies,16,5,13.0,15.0,2024,Platinum League,Wesleybury Place Field #1
Ramirezmouth Dolphins,Lake Melissaborough Sabres,17,4,10.5,12.5,2024,Platinum League,North Christine Complex Field #1
Ramirezmouth Dolphins,Tinashire Vikings,16,6,13.5,15.5,2024,Platinum League,Lake Jennifermouth Dome Field #2
Ramirezmouth Dolphins,East Kimberlyshire Westerners,16,7,6.5,8.5,2024,Platinum League,Lake Dawn Hub Field #1
Shawnport Bucaneers,North Charles Sabres,16,4,15.0,17.0,2024,Platinum League,North Christine Complex Field #3
Shawnport Bucaneers,Ramirezland Pirates,16,2,5.5,7.5,2024,Platinum League,Lake Jennifermouth Dome Field #1
Shawnport Bucaneers,Smithbury Chiefs,16,2,13.5,15.5,2024,Platinum League,Wesleybury Place Field #1
Shawnport Bucaneers,North Justinmouth Hornets,16,5,9.0,11.0,2024,Platinum League,Wesleybury Place Field #2
Shawnport Bucaneers,Pattyport Hornets,16,1,15.0,17.0,2024,Platinum League,New Brian Oasis Field #1
Shawnport Bucaneers,Parkerstad Dolphins,16,2,15.5,17.5,2024,Platinum League,Wesleybury Place Field #2
Shawnport Bucaneers,Underwoodfurt Celtics,16,2,8.0,10.0,2024,Platinum League,Lake Jennifermouth Dome Field #1
Shawnport Bucaneers,New Dannyfort Mavericks,16,2,10.0,12.0,2024,Platinum League,Lake Jennifermouth Dome Field #1
Shawnport Bucaneers,South Kyle Westerners,16,5,11.0,13.0,2024,Platinum League,Wesleybury Place Field #2
Shawnport Bucaneers,Lake Regina Wildcats,16,6,5.5,7.5,2024,Platinum League,Wesleybury Place Field #1
Shawnport Bucaneers,New Julie Bears,16,5,13.0,15.0,2024,Platinum League,Wesleybury Place Field #2
Shawnport Bucaneers,West Brittneystad Chiefs,16,5,15.0,17.0,2024,Platinum League,Wesleybury Place Field #2
Shawnport Bucaneers,North Donaldport Americans,16,6,13.5,15.5,2024,Platinum League,West Anthonyhaven Facility Field #1
Shawnport Bucaneers,Christinaton Robbers,16,6,11.5,13.5,2024,Platinum League,Lake Jennifermouth Dome Field #1
Shawnport Bucaneers,Lake Natalie Wildcats,16,7,14.0,16.0,2024,Platinum League,Wesleybury Place Field #2
Shawnport Bucaneers,Hillborough Mavericks,16,7,7.5,9.5,2024,Platinum League,New Brian Oasis Field #1
Shawnport Bucaneers,Port Gordontown Mavericks,16,5,18.0,20.0,2024,Platinum League,Wesleybury Place Field #1
Shawnport Bucaneers,Savagechester Grizzlies,17,1,13.0,15.0,2024,Platinum League,Lake Dawn Hub Field #1
Shawnport Bucaneers,Lake Melissaborough Sabres,16,6,7.5,9.5,2024,Platinum League,Lake Jennifermouth Dome Field #1
Shawnport Bucaneers,Tinashire Vikings,16,6,9.5,11.5,2024,Platinum League,Lake Jennifermouth Dome Field #1
Shawnport Bucaneers,East Kimberlyshire Westerners,16,6,1.0,3.0,2024,Platinum League,Wesleybury Place Field #1
North Charles Sabres,Ramirezland Pirates,16,3,3.5,5.5,2024,Platinum League,West Anthonyhaven Facility Field #1
North Charles Sabres,Smithbury Chiefs,16,3,16.5,18.5,2024,Platinum League,North Christine Complex Field #2
North Charles Sabres,North Justinmouth Hornets,16,5,11.0,13.0,2024,Platinum League,Lake Jennifermouth Dome Field #1
North Charles Sabres,Pattyport Hornets,16,5,7.0,9.0,2024,Platinum League,Wesleybury Place Field #2
North Charles Sabres,Parkerstad Dolphins,16,3,12.5,14.5,2024,Platinum League,Wesleybury Place Field #2
North Charles Sabres,Underwoodfurt Celtics,16,3,14.5,16.5,2024,Platinum League,Wesleybury Place Field #2
North Charles Sabres,New Dannyfort Mavericks,16,3,9.0,11.0,2024,Platinum League,Wesleybury Place Field #2
North Charles Sabres,South Kyle Westerners,16,5,9.0,11.0,2024,Platinum League,Lake Jennifermouth Dome Field #1
North Charles Sabres,Lake Regina Wildcats,16,7,7.5,9.5,2024,Platinum League,New Brian Oasis Field #2
North Charles Sabres,New Julie Bears,16,6,5.0,7.0,2024,Platinum League,Wesleybury Place Field #2
North Charles Sabres,West Brittneystad Chiefs,16,7,2.0,4.0,2024,Platinum League,North Christine Complex Field #1
North Charles Sabres,North Donaldport Americans,16,7,4.0,6.0,2024,Platinum League,North Christine Complex Field #1
North Charles Sabres,Christinaton Robbers,16,7,9.5,11.5,2024,Platinum League,New Brian Oasis Field #1
North Charles Sabres,Lake Natalie Wildcats,17,4,11.5,13.5,2024,Platinum League,North Christine Complex Field #2
North Charles Sabres,Hillborough Mavericks,16,7,11.5,13.5,2024,Platinum League,New Brian Oasis Field #1
North Charles Sabres,Port Gordontown Mavericks,16,7,13.5,15.5,2024,Platinum League,West Anthonyhaven Facility Field #1
North Charles Sabres,Savagechester Grizzlies,17,3,4.5,6.5,2024,Platinum League,New Brian Oasis Field #1
North Charles Sabres,Lake Melissaborough Sabres,17,3,9.0,11.0,2024,Platinum League,Wesleybury Place Field #1
North Charles Sabres,Tinashire Vikings,17,3,11.0,13.0,2024,Platinum League,Wesleybury Place Field #1
North Charles Sabres,East Kimberlyshire Westerners,17,3,6.5,8.5,2024,Platinum League,Wesleybury Place Field #2
Ramirezland Pirates,Smithbury Chiefs,16,4,4.5,6.5,2024,Platinum League,Lake Dawn Hub Field #1
Ramirezland Pirates,North Justinmouth Hornets,16,1,13.0,15.0,2024,Platinum League,West Anthonyhaven Facility Field #1
Ramirezland Pirates,Pattyport Hornets,16,2,7.5,9.5,2024,Platinum League,Lake Jennifermouth Dome Field #2
Ramirezland Pirates,Parkerstad Dolphins,16,2,13.5,15.5,2024,Platinum League,Wesleybury Place Field #2
Ramirezland Pirates,Underwoodfurt Celtics,16,2,10.0,12.0,2024,Platinum League,Lake Jennifermouth Dome Field #2
Ramirezland Pirates,New Dannyfort Mavericks,16,2,15.5,17.5,2024,Platinum League,New Brian Oasis Field #1
Ramirezland Pirates,South Kyle Westerners,16,4,12.5,14.5,2024,Platinum League,North Christine Complex Field #1
Ramirezland Pirates,Lake Regina Wildcats,16,2,17.5,19.5,2024,Platinum League,Wesleybury Place Field #2
Ramirezland Pirates,New Julie Bears,16,3,19.0,21.0,2024,Platinum League,West Cliffordborough Complex Field #1
Ramirezland Pirates,West Brittneystad Chiefs,16,3,5.5,7.5,2024,Platinum League,Wesleybury Place Field #2
Ramirezland Pirates,North Donaldport Americans,16,3,10.0,12.0,2024,Platinum League,Lake Jennifermouth Dome Field #1
Ramirezland Pirates,Christinaton Robbers,16,4,6.5,8.5,2024,Platinum League,Lake Dawn Hub Field #1
Ramirezland Pirates,Lake Natalie Wildcats,16,4,8.5,10.5,2024,Platinum League,Lake Dawn Hub Field #1
Ramirezland Pirates,Hillborough Mavericks,16,3,7.5,9.5,2024,Platinum League,Lake Jennifermouth Dome Field #1
Ramirezland Pirates,Port Gordontown Mavericks,16,3,12.0,14.0,2024,Platinum League,Lake Jennifermouth Dome Field #1
Ramirezland Pirates,Savagechester Grizzlies,16,4,10.5,12.5,2024,Platinum League,North Christine Complex Field #3
Ramirezland Pirates,Lake Melissaborough Sabres,16,4,14.5,16.5,2024,Platinum League,West Anthonyhaven Facility Field #1
Ramirezland Pirates,Tinashire Vikings,16,3,14.0,16.0,2024,Platinum League,Lake Jennifermouth Dome Field #1
Ramirezland Pirates,East Kimberlyshire Westerners,16,6,9.0,11.0,2024,Platinum League,Lake Jennifermouth Dome Field #2
Smithbury Chiefs,North Justinmouth Hornets,16,4,6.5,8.5,2024,Platinum League,Wesleybury Place Field #1
Smithbury Chiefs,Pattyport Hornets,16,1,12.0,14.0,2024,Platinum League,Heatherstad Plaza Field #1
Smithbury Chiefs,Parkerstad Dolphins,16,5,14.5,16.5,2024,Platinum League,Lake Jennifermouth Dome Field #1
Smithbury Chiefs,Underwoodfurt Celtics,17,1,10.0,12.0,2024,Platinum League,Wesleybury Place Field #1
Smithbury Chiefs,New Dannyfort Mavericks,16,7,13.5,15.5,2024,Platinum League,New Brian Oasis Field #1
Smithbury Chiefs,South Kyle Westerners,16,6,7.5,9.5,2024,Platinum League,West Anthonyhaven Facility Field #1
Smithbury Chiefs,Lake Regina Wildcats,17,2,13.5,15.5,2024,Platinum League,Lake Dawn Hub Field #1
Smithbury Chiefs,New Julie Bears,17,2,15.5,17.5,2024,Platinum League,Lake Dawn Hub Field #1
Smithbury Chiefs,West Brittneystad Chiefs,17,1,12.0,14.0,2024,Platinum League,West Anthonyhaven Facility Field #1
Smithbury Chiefs,North Donaldport Americans,17,2,17.5,19.5,2024,Platinum League,Wesleybury Place Field #1
Smithbury Chiefs,Christinaton Robbers,17,4,5.0,7.0,2024,Platinum League,Lake Dawn Hub Field #1
Smithbury Chiefs,Lake Natalie Wildcats,17,4,7.0,9.0,2024,Platinum League,Lake Dawn Hub Field #1
Smithbury Chiefs,Hillborough Mavericks,17,7,13.5,15.5,2024,Platinum League,Wesleybury Place Field #1
Smithbury Chiefs,Port Gordontown Mavericks,17,3,16.5,18.5,2024,Platinum League,North Christine Complex Field #1
Smithbury Chiefs,Savagechester Grizzlies,18,1,10.0,12.0,2024,Platinum League,Lake Dawn Hub Field #1
Smithbury Chiefs,Lake Melissaborough Sabres,17,6,7.5,9.5,2024,Platinum League,Wesleybury Place Field #1
Smithbury Chiefs,Tinashire Vikings,17,5,14.5,16.5,2024,Platinum League,Wesleybury Place Field #1
Smithbury Chiefs,East Kimberlyshire Westerners,17,2,19.5,21.5,2024,Platinum League,West Cliffordborough Complex Field #1
North Justinmouth Hornets,Pattyport Hornets,16,1,6.5,8.5,2024,Platinum League,Wesleybury Place Field #1
North Justinmouth Hornets,Parkerstad Dolphins,16,1,8.5,10.5,2024,Platinum League,Wesleybury Place Field #1
North Justinmouth Hornets,Underwoodfurt Celtics,16,1,10.5,12.5,2024,Platinum League,Wesleybury Place Field #2
North Justinmouth Hornets,New Dannyfort Mavericks,16,4,4.0,6.0,2024,Platinum League,Wesleybury Place Field #1
North Justinmouth Hornets,South Kyle Westerners,16,4,14.5,16.5,2024,Platinum League,New Brian Oasis Field #1
North Justinmouth Hornets,Lake Regina Wildcats,16,4,8.5,10.5,2024,Platinum League,North Christine Complex Field #1
North Justinmouth Hornets,New Julie Bears,16,4,10.5,12.5,2024,Platinum League,West Anthonyhaven Facility Field #1
North Justinmouth Hornets,West Brittneystad Chiefs,16,4,12.5,14.5,2024,Platinum League,North Christine Complex Field #3
North Justinmouth Hornets,North Donaldport Americans,16,4,17.5,19.5,2024,Platinum League,West Cliffordborough Complex Field #1
North Justinmouth Hornets,Christinaton Robbers,16,1,17.0,19.0,2024,Platinum League,North Christine Complex Field #2
North Justinmouth Hornets,Lake Natalie Wildcats,17,1,16.5,18.5,2024,Platinum League,North Christine Complex Field #1
North Justinmouth Hornets,Hillborough Mavericks,17,1,4.0,6.0,2024,Platinum League,Wesleybury Place Field #2
North Justinmouth Hornets,Port Gordontown Mavericks,16,5,13.0,15.0,2024,Platinum League,Lake Jennifermouth Dome Field #2
North Justinmouth Hornets,Savagechester Grizzlies,17,1,10.5,12.5,2024,Platinum League,Lake Dawn Hub Field #1
North Justinmouth Hornets,Lake Melissaborough Sabres,16,6,9.5,11.5,2024,Platinum League,West Anthonyhaven Facility Field #1
North Justinmouth Hornets,Tinashire Vikings,16,2,1.0,3.0,2024,Platinum League,West Cliffordborough Complex Field #1
North Justinmouth Hornets,East Kimberlyshire Westerners,16,6,3.0,5.0,2024,Platinum League,Wesleybury Place Field #2
Pattyport Hornets,Parkerstad Dolphins,16,4,15.0,17.0,2024,Platinum League,New Brian Oasis Field #2
Pattyport Hornets,Underwoodfurt Celtics,16,1,8.5,10.5,2024,Platinum League,Wesleybury Place Field #2
Pattyport Hornets,New Dannyfort Mavericks,16,2,12.0,14.0,2024,Platinum League,Lake Dawn Hub Field #1
Pattyport Hornets,South Kyle Westerners,16,1,4.5,6.5,2024,Platinum League,Wesleybury Place Field #2
Pattyport Hornets,Lake Regina Wildcats,16,2,9.5,11.5,2024,Platinum League,West Anthonyhaven Facility Field #1
Pattyport Hornets,New Julie Bears,16,2,14.0,16.0,2024,Platinum League,West Cliffordborough Complex Field #1
Pattyport Hornets,West Brittneystad Chiefs,16,5,11.0,13.0,2024,Platinum League,Lake Jennifermouth Dome Field #2
Pattyport Hornets,North Donaldport Americans,16,7,15.5,17.5,2024,Platinum League,West Anthonyhaven Facility Field #1
Pattyport Hornets,Christinaton Robbers,16,3,7.0,9.0,2024,Platinum League,Lake Jennifermouth Dome Field #2
Pattyport Hornets,Lake Natalie Wildcats,17,1,18.5,20.5,2024,Platinum League,West Anthonyhaven Facility Field #1
Pattyport Hornets,Hillborough Mavericks,16,1,19.0,21.0,2024,Platinum League,West Anthonyhaven Facility Field #1
Pattyport Hornets,Port Gordontown Mavericks,16,2,3.5,5.5,2024,Platinum League,Lake Jennifermouth Dome Field #1
Pattyport Hornets,Savagechester Grizzlies,16,3,4.5,6.5,2024,Platinum League,New Brian Oasis Field #1
Pattyport Hornets,Lake Melissaborough Sabres,16,5,3.5,5.5,2024,Platinum League,Wesleybury Place Field #2
Pattyport Hornets,Tinashire Vikings,16,5,9.0,11.0,2024,Platinum League,Lake Jennifermouth Dome Field #2
Pattyport Hornets,East Kimberlyshire Westerners,16,2,5.5,7.5,2024,Platinum League,Lake Jennifermouth Dome Field #2
Parkerstad Dolphins,Underwoodfurt Celtics,16,1,12.5,14.5,2024,Platinum League,West Cliffordborough Complex Field #1
Parkerstad Dolphins,New Dannyfort Mavericks,16,1,10.5,12.5,2024,Platinum League,West Anthonyhaven Facility Field #1
Parkerstad Dolphins,South Kyle Westerners,16,6,9.5,11.5,2024,Platinum League,Heatherstad Plaza Field #1
Parkerstad Dolphins,Lake Regina Wildcats,17,2,15.5,17.5,2024,Platinum League,Wesleybury Place Field #1
Parkerstad Dolphins,New Julie Bears,16,4,12.5,14.5,2024,Platinum League,West Anthonyhaven Facility Field #1
Parkerstad Dolphins,West Brittneystad Chiefs,16,6,6.0,8.0,2024,Platinum League,Lake Jennifermouth Dome Field #2
Parkerstad Dolphins,North Donaldport Americans,16,3,14.5,16.5,2024,Platinum League,Lake Jennifermouth Dome Field #2
Parkerstad Dolphins,Christinaton Robbers,16,1,14.5,16.5,2024,Platinum League,New Brian Oasis Field #2
Parkerstad Dolphins,Lake Natalie Wildcats,16,1,16.5,18.5,2024,Platinum League,North Christine Complex Field #3
Parkerstad Dolphins,Hillborough Mavericks,16,7,9.5,11.5,2024,Platinum League,New Brian Oasis Field #2
Parkerstad Dolphins,Port Gordontown Mavericks,16,6,11.5,13.5,2024,Platinum League,Lake Jennifermouth Dome Field #2
Parkerstad Dolphins,Savagechester Grizzlies,17,1,15.0,17.0,2024,Platinum League,West Anthonyhaven Facility Field #1
New Douglas Wildcats,Vargasside Sabres,13,1,5.0,7.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Bryantmouth Sabres,13,1,1.0,3.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Port Laura Raptors,13,1,9.0,11.0,2024,Obsidian League,Lake Dawn Hub Field #1
New Douglas Wildcats,New Sharon Bulls,13,1,7.0,9.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Port Connieland Wildcats,13,3,8.0,10.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Lake Katelynmouth Wildcats,13,3,4.5,6.5,2024,Obsidian League,New Brian Oasis Field #1
New Douglas Wildcats,East Jennaview Jacks,13,3,10.0,12.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,West Jonathanville Sabres,13,4,14.5,16.5,2024,Obsidian League,Lake Jennifermouth Dome Field #1
New Douglas Wildcats,Lake Taylor Jacks,13,1,3.0,5.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Jacobchester Hornets,13,3,12.0,14.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Port Terriville Bears,13,3,16.0,18.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Port Jamesstad Pirates,13,5,13.5,15.5,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Charlesfurt Bulls,13,3,14.0,16.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Millerburgh Sox,13,4,17.0,19.0,2024,Obsidian League,West Anthonyhaven Facility Field #1
New Douglas Wildcats,West Charles Pirates,13,5,7.5,9.5,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Kingberg Eagles,13,5,11.0,13.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Singhton Celtics,13,6,5.5,7.5,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,South Charles Westerners,13,3,18.0,20.0,2024,Obsidian League,North Christine Complex Field #1
New Douglas Wildcats,Robbinsland Sox,14,3,5.0,7.0,2024,Obsidian League,Heatherstad Plaza Field #1
New Douglas Wildcats,New Ginaborough Westerners,14,3,7.0,9.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Audreybury Eagles,13,3,20.0,22.0,2024,Obsidian League,West Cliffordborough Complex Field #1
New Douglas Wildcats,New Jerryberg Eagles,13,6,3.0,5.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,North Rita Jacks,14,3,14.5,16.5,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Michaelberg Mavericks,14,3,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,East Michael Americans,14,1,6.0,8.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Crystalshire Rappers,14,1,2.0,4.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,New Meghanborough Celtics,13,5,15.5,17.5,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,North Heathershire Bobcats,14,3,11.0,13.0,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Schwartzmouth Americans,14,4,15.0,17.0,2024,Obsidian League,North Christine Complex Field #1
New Douglas Wildcats,East Matthewburgh Bobcats,13,5,17.5,19.5,2024,Obsidian League,Wesleybury Place Field #1
New Douglas Wildcats,Theodorehaven Sox,14,1,4.0,6.0,2024,Obsidian League,Wesleybury Place Field #1
Vargasside Sabres,Bryantmouth Sabres,13,1,7.0,9.0,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,Port Laura Raptors,13,1,11.0,13.0,2024,Obsidian League,Lake Dawn Hub Field #1
Vargasside Sabres,New Sharon Bulls,13,1,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #1
Vargasside Sabres,Port Connieland Wildcats,13,3,10.0,12.0,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,Lake Katelynmouth Wildcats,13,1,13.0,15.0,2024,Obsidian League,Lake Dawn Hub Field #1
Vargasside Sabres,East Jennaview Jacks,13,2,15.5,17.5,2024,Obsidian League,Lake Dawn Hub Field #1
Vargasside Sabres,West Jonathanville Sabres,13,4,10.0,12.0,2024,Obsidian League,North Christine Complex Field #1
Vargasside Sabres,Lake Taylor Jacks,13,2,17.5,19.5,2024,Obsidian League,Wesleybury Place Field #1
Vargasside Sabres,Jacobchester Hornets,13,5,12.0,14.0,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,Port Terriville Bears,13,4,5.0,7.0,2024,Obsidian League,Lake Dawn Hub Field #1
Vargasside Sabres,Port Jamesstad Pirates,13,4,12.0,14.0,2024,Obsidian League,North Christine Complex Field #1
Vargasside Sabres,Charlesfurt Bulls,13,3,12.0,14.0,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,Millerburgh Sox,13,3,14.0,16.0,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,West Charles Pirates,13,4,15.0,17.0,2024,Obsidian League,North Christine Complex Field #1
Vargasside Sabres,Kingberg Eagles,13,2,19.5,21.5,2024,Obsidian League,West Cliffordborough Complex Field #1
Vargasside Sabres,Singhton Celtics,13,4,7.0,9.0,2024,Obsidian League,Lake Dawn Hub Field #1
Vargasside Sabres,South Charles Westerners,13,6,9.5,11.5,2024,Obsidian League,Wesleybury Place Field #1
Vargasside Sabres,Robbinsland Sox,13,5,7.0,9.0,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,New Ginaborough Westerners,13,5,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,Audreybury Eagles,14,1,5.0,7.0,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,New Jerryberg Eagles,14,1,12.0,14.0,2024,Obsidian League,Lake Dawn Hub Field #1
Vargasside Sabres,North Rita Jacks,14,2,15.5,17.5,2024,Obsidian League,Lake Dawn Hub Field #1
Vargasside Sabres,Michaelberg Mavericks,14,2,17.5,19.5,2024,Obsidian League,Wesleybury Place Field #1
Vargasside Sabres,East Michael Americans,13,5,14.0,16.0,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,Crystalshire Rappers,14,1,7.0,9.0,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,New Meghanborough Celtics,13,5,17.5,19.5,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,North Heathershire Bobcats,14,3,13.0,15.0,2024,Obsidian League,Wesleybury Place Field #2
Vargasside Sabres,Schwartzmouth Americans,13,4,17.5,19.5,2024,Obsidian League,West Cliffordborough Complex Field #1
Vargasside Sabres,East Matthewburgh Bobcats,13,4,19.5,21.5,2024,Obsidian League,West Cliffordborough Complex Field #1
Vargasside Sabres,Theodorehaven Sox,14,1,9.0,11.0,2024,Obsidian League,Lake Dawn Hub Field #1
Bryantmouth Sabres,Port Laura Raptors,13,1,13.0,15.0,2024,Obsidian League,West Anthonyhaven Facility Field #1
Bryantmouth Sabres,New Sharon Bulls,13,2,12.0,14.0,2024,Obsidian League,Lake Dawn Hub Field #1
Bryantmouth Sabres,Port Connieland Wildcats,13,2,14.0,16.0,2024,Obsidian League,Wesleybury Place Field #1
Bryantmouth Sabres,Lake Katelynmouth Wildcats,13,1,9.0,11.0,2024,Obsidian League,Wesleybury Place Field #2
Bryantmouth Sabres,East Jennaview Jacks,13,3,12.0,14.0,2024,Obsidian League,Lake Jennifermouth Dome Field #1
Bryantmouth Sabres,West Jonathanville Sabres,13,1,4.5,6.5,2024,Obsidian League,Wesleybury Place Field #2
Bryantmouth Sabres,Lake Taylor Jacks,13,1,11.0,13.0,2024,Obsidian League,Wesleybury Place Field #1
Bryantmouth Sabres,Jacobchester Hornets,13,7,5.0,7.0,2024,Obsidian League,North Christine Complex Field #1
Bryantmouth Sabres,Port Terriville Bears,13,2,16.0,18.0,2024,Obsidian League,Wesleybury Place Field #2
Bryantmouth Sabres,Port Jamesstad Pirates,13,4,14.0,16.0,2024,Obsidian League,Lake Jennifermouth Dome Field #2
Bryantmouth Sabres,Charlesfurt Bulls,13,5,5.0,7.0,2024,Obsidian League,Wesleybury Place Field #1
