team1Name,team2Name,week,day,start,end,season,league,location
Davidbury Chiefs,East Albert Jacks,17,5,11.0,13.0,2024,Platinum League,Johnsonmouth Hub Field #2
Davidbury Chiefs,New Jason Dolphins,17,5,13.0,15.0,2024,Platinum League,Johnsonmouth Hub Field #2
Davidbury Chiefs,Port Rebeccachester Hawks,17,5,15.5,17.5,2024,Platinum League,Johnsonmouth Hub Field #2
Davidbury Chiefs,Port Annaberg Jacks,18,5,11.0,13.0,2024,Platinum League,Johnsonmouth Hub Field #2
Davidbury Chiefs,Port Justin Sabres,18,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #1
Davidbury Chiefs,West Lauratown Robbers,19,4,8.5,10.5,2024,Platinum League,Johnsonmouth Hub Field #1
Davidbury Chiefs,North Richardhaven Dolphins,18,5,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #2
Davidbury Chiefs,Zimmermanfort Americans,20,4,8.0,10.0,2024,Platinum League,Johnsonmouth Hub Field #1
Davidbury Chiefs,South Charles Rappers,18,5,13.0,15.0,2024,Platinum League,Johnsonmouth Hub Field #2
Davidbury Chiefs,South Heatherville Bulls,21,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #1
Davidbury Chiefs,Port Megan Bears,22,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #1
Davidbury Chiefs,South Dean Bears,19,5,11.0,13.0,2024,Platinum League,Johnsonmouth Hub Field #1
Davidbury Chiefs,Lake Leroy Rappers,19,5,13.0,15.0,2024,Platinum League,Johnsonmouth Hub Field #1
Davidbury Chiefs,West Stacie Mavericks,19,5,15.0,17.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,Jasonbury Bears,18,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #2
Mooreview Eagles,Lake Amanda Grizzlies,16,1,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,New Scott Wildcats,16,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,Garrettburgh Pirates,16,1,6.0,8.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,East Albert Jacks,16,1,8.5,10.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,New Jason Dolphins,18,5,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #3
Mooreview Eagles,Port Rebeccachester Hawks,16,1,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,Port Annaberg Jacks,16,1,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,Vanessamouth Dolphins,17,1,10.0,12.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,Port Justin Sabres,16,5,9.5,11.5,2024,Platinum League,Johnsonmouth Hub Field #2
Mooreview Eagles,West Lauratown Robbers,17,1,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,North Richardhaven Dolphins,17,1,12.0,14.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,Hallside Sox,17,1,6.0,8.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,Zimmermanfort Americans,17,1,14.0,16.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,South Charles Rappers,17,1,8.0,10.0,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,South Heatherville Bulls,18,1,6.5,8.5,2024,Platinum League,Johnsonmouth Hub Field #1
Mooreview Eagles,Mullinsburgh Jacks,17,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #2
Mooreview Eagles,South Dean Bears,17,5,11.0,13.0,2024,Platinum League,Johnsonmouth Hub Field #3
Mooreview Eagles,Lake Leroy Rappers,17,5,13.0,15.0,2024,Platinum League,Johnsonmouth Hub Field #3
Mooreview Eagles,West Stacie Mavericks,18,1,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #1
Jasonbury Bears,Lake Amanda Grizzlies,16,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #2
Jasonbury Bears,New Scott Wildcats,19,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #2
Jasonbury Bears,Port Annaberg Jacks,20,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
Jasonbury Bears,Port Justin Sabres,21,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
Jasonbury Bears,West Lauratown Robbers,22,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
Jasonbury Bears,North Richardhaven Dolphins,23,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
Jasonbury Bears,Hallside Sox,24,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
Jasonbury Bears,Zimmermanfort Americans,25,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
Jasonbury Bears,Mullinsburgh Jacks,26,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
Jasonbury Bears,South Dean Bears,27,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
Lake Amanda Grizzlies,New Scott Wildcats,17,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #3
Lake Amanda Grizzlies,Garrettburgh Pirates,16,5,9.5,11.5,2024,Platinum League,Johnsonmouth Hub Field #3
Lake Amanda Grizzlies,East Albert Jacks,18,5,9.5,11.5,2024,Platinum League,Johnsonmouth Hub Field #3
Lake Amanda Grizzlies,New Jason Dolphins,19,5,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #2
Lake Amanda Grizzlies,Port Rebeccachester Hawks,16,1,6.0,8.0,2024,Platinum League,Johnsonmouth Hub Field #2
Lake Amanda Grizzlies,Port Annaberg Jacks,17,1,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #2
Lake Amanda Grizzlies,Port Justin Sabres,17,7,0.5,2.5,2024,Platinum League,Johnsonmouth Hub Field #2
Lake Amanda Grizzlies,West Lauratown Robbers,17,1,6.0,8.0,2024,Platinum League,Johnsonmouth Hub Field #2
Lake Amanda Grizzlies,North Richardhaven Dolphins,18,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #3
Lake Amanda Grizzlies,Hallside Sox,18,1,4.5,6.5,2024,Platinum League,Johnsonmouth Hub Field #2
Lake Amanda Grizzlies,Zimmermanfort Americans,16,7,1.0,3.0,2024,Platinum League,Johnsonmouth Hub Field #2
Lake Amanda Grizzlies,South Charles Rappers,17,5,15.0,17.0,2024,Platinum League,Johnsonmouth Hub Field #3
Lake Amanda Grizzlies,South Heatherville Bulls,19,1,6.5,8.5,2024,Platinum League,Johnsonmouth Hub Field #1
Lake Amanda Grizzlies,Mullinsburgh Jacks,19,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #3
Lake Amanda Grizzlies,South Dean Bears,18,5,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #3
Lake Amanda Grizzlies,Lake Leroy Rappers,19,5,9.5,11.5,2024,Platinum League,Johnsonmouth Hub Field #2
Lake Amanda Grizzlies,West Stacie Mavericks,17,7,2.5,4.5,2024,Platinum League,Johnsonmouth Hub Field #2
New Scott Wildcats,Garrettburgh Pirates,18,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #2
New Scott Wildcats,East Albert Jacks,16,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Scott Wildcats,Port Rebeccachester Hawks,17,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #2
New Scott Wildcats,Port Annaberg Jacks,16,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #3
New Scott Wildcats,Vanessamouth Dolphins,17,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Scott Wildcats,Port Justin Sabres,17,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #2
New Scott Wildcats,West Lauratown Robbers,18,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Scott Wildcats,North Richardhaven Dolphins,18,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Scott Wildcats,Hallside Sox,19,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Scott Wildcats,Zimmermanfort Americans,19,4,8.0,10.0,2024,Platinum League,Johnsonmouth Hub Field #2
New Scott Wildcats,South Charles Rappers,19,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Scott Wildcats,South Heatherville Bulls,20,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #2
New Scott Wildcats,Mullinsburgh Jacks,20,1,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Scott Wildcats,Port Megan Bears,21,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #2
New Scott Wildcats,South Dean Bears,20,2,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #2
New Scott Wildcats,Lake Leroy Rappers,22,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #2
Garrettburgh Pirates,East Albert Jacks,16,5,11.5,13.5,2024,Platinum League,Johnsonmouth Hub Field #3
Garrettburgh Pirates,New Jason Dolphins,20,5,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #1
Garrettburgh Pirates,Port Rebeccachester Hawks,16,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #2
Garrettburgh Pirates,Port Annaberg Jacks,17,1,6.0,8.0,2024,Platinum League,Johnsonmouth Hub Field #3
Garrettburgh Pirates,Port Justin Sabres,19,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #3
Garrettburgh Pirates,West Lauratown Robbers,18,1,4.5,6.5,2024,Platinum League,Johnsonmouth Hub Field #3
Garrettburgh Pirates,North Richardhaven Dolphins,19,5,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #2
Garrettburgh Pirates,Hallside Sox,19,1,4.5,6.5,2024,Platinum League,Johnsonmouth Hub Field #1
Garrettburgh Pirates,Zimmermanfort Americans,21,4,8.0,10.0,2024,Platinum League,Johnsonmouth Hub Field #3
Garrettburgh Pirates,South Charles Rappers,19,5,9.5,11.5,2024,Platinum League,Johnsonmouth Hub Field #3
Garrettburgh Pirates,South Heatherville Bulls,22,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #3
Garrettburgh Pirates,Port Megan Bears,20,4,7.5,9.5,2024,Platinum League,Johnsonmouth Hub Field #3
Garrettburgh Pirates,South Dean Bears,19,5,13.0,15.0,2024,Platinum League,Johnsonmouth Hub Field #3
Garrettburgh Pirates,Lake Leroy Rappers,18,5,16.5,18.5,2024,Platinum League,Johnsonmouth Hub Field #3
Garrettburgh Pirates,West Stacie Mavericks,20,1,4.5,6.5,2024,Platinum League,Johnsonmouth Hub Field #1
East Albert Jacks,New Jason Dolphins,18,3,2.0,4.0,2024,Platinum League,Johnsonmouth Hub Field #2
East Albert Jacks,Port Rebeccachester Hawks,16,1,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #2
East Albert Jacks,Port Annaberg Jacks,16,1,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #2
East Albert Jacks,Vanessamouth Dolphins,16,1,14.5,16.5,2024,Platinum League,Johnsonmouth Hub Field #2
East Albert Jacks,Port Justin Sabres,17,3,2.0,4.0,2024,Platinum League,Johnsonmouth Hub Field #2
East Albert Jacks,West Lauratown Robbers,17,1,8.5,10.5,2024,Platinum League,Johnsonmouth Hub Field #2
East Albert Jacks,North Richardhaven Dolphins,17,1,14.0,16.0,2024,Platinum League,Johnsonmouth Hub Field #3
East Albert Jacks,Hallside Sox,17,1,10.5,12.5,2024,Platinum League,Johnsonmouth Hub Field #2
East Albert Jacks,Zimmermanfort Americans,18,1,9.5,11.5,2024,Platinum League,Johnsonmouth Hub Field #1
East Albert Jacks,South Charles Rappers,17,1,16.0,18.0,2024,Platinum League,Johnsonmouth Hub Field #3
East Albert Jacks,Mullinsburgh Jacks,17,1,18.0,20.0,2024,Platinum League,Johnsonmouth Hub Field #2
East Albert Jacks,South Dean Bears,17,3,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #2
East Albert Jacks,Lake Leroy Rappers,20,5,9.5,11.5,2024,Platinum League,Johnsonmouth Hub Field #1
East Albert Jacks,West Stacie Mavericks,19,1,8.5,10.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Jason Dolphins,Port Rebeccachester Hawks,16,5,13.5,15.5,2024,Platinum League,Johnsonmouth Hub Field #3
New Jason Dolphins,Port Annaberg Jacks,21,5,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Jason Dolphins,Port Justin Sabres,16,3,2.0,4.0,2024,Platinum League,Johnsonmouth Hub Field #2
New Jason Dolphins,West Lauratown Robbers,16,3,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #2
New Jason Dolphins,Hallside Sox,18,3,4.0,6.0,2024,Platinum League,Johnsonmouth Hub Field #2
New Jason Dolphins,South Charles Rappers,22,5,12.5,14.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Jason Dolphins,Mullinsburgh Jacks,20,3,3.5,5.5,2024,Platinum League,Johnsonmouth Hub Field #1
New Anthony Bears,Port Danielstad Rappers,13,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,South Stephen Vikings,13,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Mcconnellbury Hawks,13,1,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Port Dannystad Pirates,13,1,14.5,16.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Porterchester Hornets,13,7,2.5,4.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Ashleyborough Robbers,14,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Port Donald Hawks,14,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Jessicaville Mavericks,14,1,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,New Franciscoport Pirates,14,7,2.5,4.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Suttonfort Chargers,15,7,2.5,4.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,West Jonathanburgh Dolphins,15,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Whiteberg Pirates,15,1,12.0,14.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,North Cynthiabury Chargers,14,1,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Jacksonborough Sox,16,7,2.5,4.5,2024,Obsidian League,Johnsonmouth Hub Field #3
New Anthony Bears,East Jaimeville Eagles,15,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Torresbury Bears,17,7,2.5,4.5,2024,Obsidian League,Johnsonmouth Hub Field #3
New Anthony Bears,New Richard Hornets,14,1,19.0,21.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,Serranoland Pirates,15,1,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,North Antonio Bobcats,15,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #1
New Anthony Bears,North Stacymouth Hornets,16,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #3
New Anthony Bears,Wilsonchester Westerners,16,1,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #3
New Anthony Bears,Kevintown Bears,16,1,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #3
New Anthony Bears,Andrewbury Bulls,16,1,17.5,19.5,2024,Obsidian League,Johnsonmouth Hub Field #2
New Anthony Bears,West Pamelaton Wildcats,17,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #3
New Anthony Bears,East Julia Bucaneers,18,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #2
New Anthony Bears,East Heather Mavericks,18,1,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Danielstad Rappers,South Stephen Vikings,13,5,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,Mcconnellbury Hawks,13,5,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,Mariastad Bears,14,5,11.0,13.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,Port Dannystad Pirates,13,5,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,Porterchester Hornets,13,5,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,Ashleyborough Robbers,15,5,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,Johnsonburgh Vikings,20,5,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Danielstad Rappers,Port Donald Hawks,13,7,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Danielstad Rappers,Jessicaville Mavericks,14,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Danielstad Rappers,New Franciscoport Pirates,14,5,13.0,15.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,Suttonfort Chargers,14,5,15.0,17.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,West Jonathanburgh Dolphins,15,5,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,Whiteberg Pirates,14,7,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Danielstad Rappers,North Cynthiabury Chargers,15,5,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,Jacksonborough Sox,15,7,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Danielstad Rappers,East Jaimeville Eagles,15,5,15.5,17.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,Torresbury Bears,18,7,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,New Richard Hornets,15,1,19.0,21.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Danielstad Rappers,Serranoland Pirates,16,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Port Danielstad Rappers,North Antonio Bobcats,17,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Port Danielstad Rappers,North Stacymouth Hornets,18,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Danielstad Rappers,Wilsonchester Westerners,19,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Danielstad Rappers,Kevintown Bears,16,5,15.5,17.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Port Danielstad Rappers,Andrewbury Bulls,20,1,18.0,20.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Port Danielstad Rappers,West Pamelaton Wildcats,19,7,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,East Julia Bucaneers,20,7,1.5,3.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Port Danielstad Rappers,East Heather Mavericks,19,5,14.5,16.5,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,Mcconnellbury Hawks,13,1,14.5,16.5,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,South Amanda Hornets,13,1,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Stephen Vikings,Port Dannystad Pirates,13,1,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Stephen Vikings,Porterchester Hornets,13,1,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,Ashleyborough Robbers,13,4,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Stephen Vikings,Port Donald Hawks,13,1,16.5,18.5,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,Jessicaville Mavericks,14,1,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Stephen Vikings,Suttonfort Chargers,15,5,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,New Jeffrey Pirates,15,1,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Stephen Vikings,West Jonathanburgh Dolphins,14,1,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,Whiteberg Pirates,14,1,12.0,14.0,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,North Cynthiabury Chargers,14,1,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Stephen Vikings,Jacksonborough Sox,14,4,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Stephen Vikings,East Jaimeville Eagles,14,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,New Richard Hornets,15,4,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Stephen Vikings,Serranoland Pirates,14,1,14.0,16.0,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,North Antonio Bobcats,16,4,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #3
South Stephen Vikings,North Stacymouth Hornets,15,1,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #1
South Stephen Vikings,Wilsonchester Westerners,15,1,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,Kevintown Bears,14,5,16.0,18.0,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,West Pamelaton Wildcats,15,1,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #2
South Stephen Vikings,East Julia Bucaneers,16,1,5.5,7.5,2024,Obsidian League,Johnsonmouth Hub Field #3
South Stephen Vikings,East Heather Mavericks,15,1,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,South Amanda Hornets,13,4,8.0,10.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,Mariastad Bears,15,5,11.0,13.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,Port Dannystad Pirates,13,5,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,Porterchester Hornets,13,3,2.0,4.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Mcconnellbury Hawks,Ashleyborough Robbers,14,4,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,Johnsonburgh Vikings,14,5,9.5,11.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,Port Donald Hawks,13,3,4.0,6.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Mcconnellbury Hawks,Jessicaville Mavericks,13,1,16.5,18.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Mcconnellbury Hawks,New Franciscoport Pirates,13,5,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,North David Dolphins,14,3,2.0,4.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Mcconnellbury Hawks,Suttonfort Chargers,13,5,15.5,17.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,West Jonathanburgh Dolphins,14,3,4.0,6.0,2024,Obsidian League,Johnsonmouth Hub Field #1
Mcconnellbury Hawks,Whiteberg Pirates,14,5,11.5,13.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,North Cynthiabury Chargers,14,1,15.5,17.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Mcconnellbury Hawks,Jacksonborough Sox,15,4,7.5,9.5,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,East Jaimeville Eagles,14,1,12.5,14.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Mcconnellbury Hawks,Torresbury Bears,15,5,13.0,15.0,2024,Obsidian League,Johnsonmouth Hub Field #2
Mcconnellbury Hawks,New Richard Hornets,15,3,3.5,5.5,2024,Obsidian League,Johnsonmouth Hub Field #1
Mcconnellbury Hawks,Serranoland Pirates,14,1,17.5,19.5,2024,Obsidian League,Johnsonmouth Hub Field #3
Mcconnellbury Hawks,North Antonio Bobcats,16,3,2.0,4.0,2024,Obsidian League,Johnsonmouth Hub Field #3
Mcconnellbury Hawks,North Stacymouth Hornets,14,5,13.5,15.5,2024,Obsidian League,Johnsonmouth Hub Field #2
