team1Name,team2Name,week,day,start,end,season,league,location
East Jamesberg Mavericks,Port Gabrielmouth Bobcats,12,7,15.0,17.0,2024,Platinum League,South Kimberly Plaza Field #1
East Jamesberg Mavericks,Fordfurt Hornets,13,5,1.0,3.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,South Jonathan Commandos,12,1,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,North Adrianside Commandos,12,1,9.0,11.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Gallegosstad Pirates,12,1,11.0,13.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,North Stevenberg Eagles,12,1,7.0,9.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,West Kentport Chiefs,12,1,15.5,17.5,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,South Vincent Grizzlies,12,4,13.5,15.5,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Patrickshire Hawks,12,3,1.5,3.5,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Riveraton Bears,12,4,8.0,10.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Janiceland Bears,12,4,10.0,12.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,South Kara Raptors,12,4,15.5,17.5,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Johntown Chiefs,12,1,13.0,15.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,West Donald Mavericks,12,5,10.0,12.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Robinsonberg Bears,12,3,3.5,5.5,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Port Victoriaberg Americans,13,3,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,East Jasonberg Hornets,13,1,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,West Eddieland Pirates,12,4,17.5,19.5,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Anthonychester Vikings,12,4,19.5,21.5,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Roberttown Bobcats,13,1,7.0,9.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Lake Joshuamouth Vikings,12,6,14.0,16.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Lake Jean Raptors,12,6,16.0,18.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Port Gabrielmouth Bobcats,12,5,12.0,14.0,2024,Platinum League,South Kimberly Plaza Field #1
New Jacqueline Vikings,Fordfurt Hornets,14,3,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,North Adrianside Commandos,13,1,9.0,11.0,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Gallegosstad Pirates,12,2,1.0,3.0,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,North Stevenberg Eagles,12,5,14.5,16.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,West Kentport Chiefs,13,5,9.5,11.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,South Vincent Grizzlies,13,3,7.0,9.0,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Patrickshire Hawks,13,3,3.0,5.0,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Riveraton Bears,13,5,4.5,6.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Janiceland Bears,13,5,11.5,13.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,South Kara Raptors,12,7,17.0,19.0,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Johntown Chiefs,13,1,11.0,13.0,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,West Donald Mavericks,13,5,7.5,9.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Robinsonberg Bears,13,5,13.5,15.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Port Victoriaberg Americans,13,7,3.5,5.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,East Jasonberg Hornets,13,7,8.5,10.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,West Eddieland Pirates,13,2,1.0,3.0,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Anthonychester Vikings,13,7,5.5,7.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Roberttown Bobcats,13,7,10.5,12.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Lake Joshuamouth Vikings,13,7,12.5,14.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Lake Jean Raptors,14,1,5.5,7.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Port Gabrielmouth Bobcats,13,7,14.5,16.5,2024,Platinum League,South Kimberly Plaza Field #1
South Jonathan Commandos,Fordfurt Hornets,15,3,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Gallegosstad Pirates,14,1,9.0,11.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,North Stevenberg Eagles,14,7,6.5,8.5,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,West Kentport Chiefs,13,4,9.0,11.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,South Vincent Grizzlies,14,5,8.0,10.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Patrickshire Hawks,14,3,1.5,3.5,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Riveraton Bears,12,2,13.0,15.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Janiceland Bears,12,4,2.5,4.5,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,South Kara Raptors,12,4,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Johntown Chiefs,13,4,2.0,4.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,West Donald Mavericks,13,4,4.0,6.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Robinsonberg Bears,14,5,10.0,12.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Port Victoriaberg Americans,13,6,1.0,3.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,East Jasonberg Hornets,13,2,13.0,15.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,West Eddieland Pirates,12,2,15.0,17.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Anthonychester Vikings,14,2,9.5,11.5,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Roberttown Bobcats,13,4,11.0,13.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Lake Joshuamouth Vikings,13,2,15.0,17.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Lake Jean Raptors,13,3,1.0,3.0,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Port Gabrielmouth Bobcats,14,5,5.5,7.5,2024,Platinum League,South Kimberly Plaza Field #1
North Adrianside Commandos,Fordfurt Hornets,16,3,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,North Stevenberg Eagles,12,5,16.5,18.5,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,West Kentport Chiefs,13,1,15.5,17.5,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,South Vincent Grizzlies,12,2,3.5,5.5,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Patrickshire Hawks,13,4,19.0,21.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Riveraton Bears,12,2,7.0,9.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Janiceland Bears,13,2,3.0,5.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,South Kara Raptors,13,2,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Johntown Chiefs,13,1,13.0,15.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,West Donald Mavericks,12,5,18.5,20.5,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Robinsonberg Bears,13,4,16.5,18.5,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Port Victoriaberg Americans,14,4,15.5,17.5,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,East Jasonberg Hornets,12,2,9.0,11.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,West Eddieland Pirates,13,2,7.0,9.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Anthonychester Vikings,13,2,9.0,11.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Roberttown Bobcats,14,2,2.0,4.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Lake Joshuamouth Vikings,13,4,13.0,15.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Lake Jean Raptors,13,5,17.5,19.5,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Port Gabrielmouth Bobcats,14,5,13.0,15.0,2024,Platinum League,South Kimberly Plaza Field #1
Gallegosstad Pirates,Fordfurt Hornets,17,3,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,West Kentport Chiefs,12,1,17.5,19.5,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,South Vincent Grizzlies,12,3,10.5,12.5,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,Riveraton Bears,12,1,19.5,21.5,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,Janiceland Bears,12,3,12.5,14.5,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,South Kara Raptors,12,1,2.5,4.5,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,Johntown Chiefs,13,5,15.5,17.5,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,West Donald Mavericks,14,5,15.0,17.0,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,Robinsonberg Bears,13,1,17.5,19.5,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,Port Victoriaberg Americans,13,3,9.0,11.0,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,East Jasonberg Hornets,12,1,21.5,23.5,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,West Eddieland Pirates,13,3,11.0,13.0,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,Anthonychester Vikings,13,1,19.5,21.5,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,Roberttown Bobcats,13,1,2.5,4.5,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,Lake Joshuamouth Vikings,13,7,16.5,18.5,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,Lake Jean Raptors,14,1,11.0,13.0,2024,Platinum League,South Kimberly Plaza Field #1
North Stevenberg Eagles,Port Gabrielmouth Bobcats,14,1,3.0,5.0,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,South Vincent Grizzlies,14,4,13.5,15.5,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,Riveraton Bears,14,1,15.5,17.5,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,Janiceland Bears,14,4,9.0,11.0,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,South Kara Raptors,14,4,11.0,13.0,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,Johntown Chiefs,14,5,17.0,19.0,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,West Donald Mavericks,15,5,9.5,11.5,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,Robinsonberg Bears,14,1,17.5,19.5,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,Port Victoriaberg Americans,14,7,3.5,5.5,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,East Jasonberg Hornets,13,1,21.5,23.5,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,West Eddieland Pirates,12,2,17.0,19.0,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,Anthonychester Vikings,14,1,19.5,21.5,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,Roberttown Bobcats,14,7,8.5,10.5,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,Lake Joshuamouth Vikings,12,6,18.5,20.5,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,Lake Jean Raptors,15,1,15.5,17.5,2024,Platinum League,South Kimberly Plaza Field #1
West Kentport Chiefs,Port Gabrielmouth Bobcats,15,5,11.5,13.5,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,Patrickshire Hawks,13,4,21.0,23.0,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,Riveraton Bears,16,5,8.0,10.0,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,Janiceland Bears,12,3,14.5,16.5,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,South Kara Raptors,14,2,4.0,6.0,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,Johntown Chiefs,12,3,18.0,20.0,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,West Donald Mavericks,13,3,13.5,15.5,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,Robinsonberg Bears,13,3,15.5,17.5,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,Port Victoriaberg Americans,14,3,7.0,9.0,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,East Jasonberg Hornets,13,3,17.5,19.5,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,West Eddieland Pirates,14,3,9.0,11.0,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,Anthonychester Vikings,14,3,11.0,13.0,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,Roberttown Bobcats,14,3,13.0,15.0,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,Lake Joshuamouth Vikings,14,3,15.0,17.0,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,Lake Jean Raptors,14,3,17.0,19.0,2024,Platinum League,South Kimberly Plaza Field #1
South Vincent Grizzlies,Port Gabrielmouth Bobcats,15,3,16.0,18.0,2024,Platinum League,South Kimberly Plaza Field #1
Patrickshire Hawks,Janiceland Bears,13,6,13.5,15.5,2024,Platinum League,South Kimberly Plaza Field #1
Patrickshire Hawks,Johntown Chiefs,14,6,12.0,14.0,2024,Platinum League,South Kimberly Plaza Field #1
Patrickshire Hawks,West Donald Mavericks,15,6,11.5,13.5,2024,Platinum League,South Kimberly Plaza Field #1
Patrickshire Hawks,Robinsonberg Bears,15,3,1.5,3.5,2024,Platinum League,South Kimberly Plaza Field #1
Patrickshire Hawks,Port Victoriaberg Americans,18,3,5.0,7.0,2024,Platinum League,South Kimberly Plaza Field #1
Patrickshire Hawks,East Jasonberg Hornets,16,3,2.5,4.5,2024,Platinum League,South Kimberly Plaza Field #1
Patrickshire Hawks,West Eddieland Pirates,17,3,1.5,3.5,2024,Platinum League,South Kimberly Plaza Field #1
Patrickshire Hawks,Anthonychester Vikings,14,4,19.0,21.0,2024,Platinum League,South Kimberly Plaza Field #1
Patrickshire Hawks,Lake Joshuamouth Vikings,14,6,14.0,16.0,2024,Platinum League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,North Robin Grizzlies,14,2,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,South Melissafort Raptors,15,5,4.0,6.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Port Andrea Rappers,15,1,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Christianfurt Bobcats,15,1,9.0,11.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,East Jacob Americans,15,4,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Penamouth Robbers,15,4,16.5,18.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Timothyborough Mavericks,15,2,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Jamestown Mavericks,15,2,4.0,6.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,East Aprilton Bears,16,1,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Jenniferport Bears,16,4,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,South Kylehaven Commandos,15,2,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,North Lori Westerners,16,1,8.0,10.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,East Susan Bulls,15,5,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,New Jeanette Bobcats,16,5,4.0,6.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,North Tammyville Bulls,19,3,5.0,7.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,East Toddbury Hawks,15,7,5.5,7.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,East Stephanie Chargers,16,2,3.5,5.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Galvanberg Raptors,16,2,5.5,7.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Cruzhaven Chargers,16,5,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,West Jonathan Jacks,16,2,7.5,9.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,East Jenniferland Chargers,16,7,5.5,7.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Brianport Raptors,16,4,16.5,18.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,West Martin Commandos,17,1,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,West Amyhaven Jacks,17,1,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Jenniferbury Mavericks,17,7,5.5,7.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,South Sherryview Celtics,17,2,3.5,5.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,West Marcshire Vikings,17,5,4.0,6.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Rodriguezburgh Dolphins,18,1,6.0,8.0,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Fosterborough Wildcats,17,4,14.5,16.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,South Stacey Warriors,17,2,5.5,7.5,2024,Obsidian League,South Kimberly Plaza Field #1
Brandonburgh Wildcats,Jennifertown Mavericks,17,2,7.5,9.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,South Melissafort Raptors,12,2,19.0,21.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Port Andrea Rappers,13,6,7.5,9.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Christianfurt Bobcats,15,3,12.0,14.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,East Jacob Americans,12,2,21.0,23.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Penamouth Robbers,15,4,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Timothyborough Mavericks,13,2,17.0,19.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Jamestown Mavericks,13,6,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,East Aprilton Bears,14,2,11.5,13.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Jenniferport Bears,13,2,19.0,21.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,South Kylehaven Commandos,14,2,13.5,15.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,North Lori Westerners,14,6,6.5,8.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,East Susan Bulls,14,1,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,New Jeanette Bobcats,15,2,10.0,12.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,North Tammyville Bulls,14,2,15.5,17.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,East Toddbury Hawks,14,6,8.5,10.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,East Stephanie Chargers,15,1,11.0,13.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Galvanberg Raptors,15,6,6.5,8.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Cruzhaven Chargers,15,1,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,West Jonathan Jacks,15,2,12.0,14.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,East Jenniferland Chargers,15,4,11.5,13.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Brianport Raptors,14,2,18.5,20.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,West Martin Commandos,15,2,14.0,16.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,West Amyhaven Jacks,15,3,14.0,16.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Jenniferbury Mavericks,16,1,10.5,12.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,South Sherryview Celtics,15,6,8.5,10.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,West Marcshire Vikings,16,1,13.0,15.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Rodriguezburgh Dolphins,15,2,16.0,18.0,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Fosterborough Wildcats,15,6,13.5,15.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,South Stacey Warriors,15,1,17.5,19.5,2024,Obsidian League,South Kimberly Plaza Field #1
North Robin Grizzlies,Jennifertown Mavericks,15,4,18.5,20.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,Port Andrea Rappers,16,1,15.0,17.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,Christianfurt Bobcats,14,5,3.5,5.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,East Jacob Americans,15,2,19.0,21.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,Penamouth Robbers,16,5,11.5,13.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,Timothyborough Mavericks,13,6,5.5,7.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,Jamestown Mavericks,14,5,19.0,21.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,East Aprilton Bears,15,3,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,Jenniferport Bears,16,2,18.0,20.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,South Kylehaven Commandos,15,5,13.5,15.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,North Lori Westerners,15,5,15.5,17.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,East Susan Bulls,16,1,17.0,19.0,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,New Jeanette Bobcats,15,5,17.5,19.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,North Tammyville Bulls,16,2,13.5,15.5,2024,Obsidian League,South Kimberly Plaza Field #1
South Melissafort Raptors,East Toddbury Hawks,16,2,9.5,11.5,2024,Obsidian League,South Kimberly Plaza Field #1
