team1Name,team2Name,week,day,start,end,season,league,location
Team 3,Team 14,14,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 3,Team 15,13,5,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 3,Team 16,13,6,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 4,Team 5,12,7,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 6,12,6,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 7,12,5,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 8,12,4,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 9,13,4,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 10,13,3,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 11,13,2,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 12,13,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 13,14,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 14,13,7,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 15,13,6,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 4,Team 16,13,5,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 5,Team 6,12,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 5,Team 7,12,2,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 5,Team 8,12,3,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 5,Team 9,14,2,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 5,Team 10,14,3,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 5,Team 11,14,4,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 5,Team 12,14,5,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 5,Team 13,14,6,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 5,Team 14,14,7,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 5,Team 15,15,1,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 5,Team 16,15,2,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 6,Team 7,12,3,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 6,Team 8,12,2,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 6,Team 9,14,3,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 6,Team 10,14,2,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 6,Team 11,14,5,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 6,Team 12,14,4,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 6,Team 13,14,7,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 6,Team 14,14,6,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 6,Team 15,15,2,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 6,Team 16,15,1,17.0,19.0,2024,League 1,Venue 1 Field #2
Team 7,Team 8,12,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 7,Team 9,14,4,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 7,Team 10,14,5,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 7,Team 11,14,2,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 7,Team 12,14,3,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 7,Team 13,15,1,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 7,Team 14,15,2,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 7,Team 15,14,6,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 7,Team 16,14,7,17.0,19.0,2024,League 1,Venue 1 Field #3
Team 8,Team 9,14,5,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 8,Team 10,14,4,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 8,Team 11,14,3,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 8,Team 12,14,2,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 8,Team 13,15,2,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 8,Team 14,15,1,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 8,Team 15,14,7,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 8,Team 16,14,6,17.0,19.0,2024,League 1,Venue 1 Field #4
Team 9,Team 10,15,3,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 9,Team 11,15,4,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 9,Team 12,15,5,17.0,19.0,2024,League 1,Venue 1 Field #1
Team 9,Team 13,15,6,17.0,19.0,2024,League 1,Venue 1 Field #1
